"","Avrg_FPKM","sd_FPKM","ensembl","ensembl_version","gene","ENTREZID","description","RNA_start","RNA_end","RNA_length"
"16",0.956630798710143,0.291927597709379,"ENSG00000188976","ENSG00000188976.11","NOC2L",26155,"NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517]",944203,959256,2757
"17",0.0973677200556766,0.0460249780713537,"ENSG00000187961","ENSG00000187961.15","KLHL17",339451,"kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]",960584,965719,2567
"18",0.520550368173127,0.209837156594716,"ENSG00000187583","ENSG00000187583.11","PLEKHN1",84069,"pleckstrin homology domain containing N1 [Source:HGNC Symbol;Acc:HGNC:25284]",966482,975865,3176
"19",0.0648680540057456,0.112354765326073,"ENSG00000272512","ENSG00000272512.1",NA,NA,"novel transcript",995966,998051,2086
"20",2.55751738939457,1.3532502532296,"ENSG00000188290","ENSG00000188290.11","HES4",57801,"hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]",998962,1000172,1040
"21",0.235624946679286,0.0468830536626892,"ENSG00000187608","ENSG00000187608.10","ISG15",9636,"ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]",1001138,1014540,787
"22",0.0103316647841045,0.00116091885057991,"ENSG00000188157","ENSG00000188157.15","AGRN",375790,"agrin [Source:HGNC Symbol;Acc:HGNC:329]",1020120,1056116,7326
"23",0.158467138188803,0.0987489407992681,"ENSG00000217801","ENSG00000217801.13",NA,NA,"protein tyrosine phosphatase family pseudogene",1063079,1069355,1219
"24",1.04857615722285,0.235581586320479,"ENSG00000237330","ENSG00000237330.3","RNF223",401934,"ring finger protein 223 [Source:HGNC Symbol;Acc:HGNC:40020]",1070967,1074306,1900
"25",0.00789836333504467,0.0136803665929365,"ENSG00000131591","ENSG00000131591.18","C1orf159",54991,"chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]",1081818,1116081,2429
"26",0.219701121793064,0.380533505425464,"ENSG00000272141","ENSG00000272141.1",NA,NA,"novel transcript",1169357,1170343,987
"27",1.60945495610175,0.371814688742782,"ENSG00000078808","ENSG00000078808.20","SDF4",51150,"stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]",1216931,1232001,1933
"28",4.2296332341593,0.581331808177946,"ENSG00000176022","ENSG00000176022.7","B3GALT6",126792,"beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]",1232237,1235041,2805
"29",0.106505406291628,0.184472774977865,"ENSG00000184163","ENSG00000184163.3","C1QTNF12",388581,"C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]",1242446,1243463,682
"30",0.0868515793684116,0.15043134818369,"ENSG00000260179","ENSG00000260179.1",NA,NA,"novel transcript",1249777,1251334,1558
"31",1.00452337478408,0.162945461616799,"ENSG00000160087","ENSG00000160087.21","UBE2J2",118424,"ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]",1253909,1273853,2455
"32",0.267908907915744,0.134510837602781,"ENSG00000131584","ENSG00000131584.19","ACAP3",116983,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]",1292390,1305929,5319
"33",0.836790132186108,0.41741351737688,"ENSG00000169972","ENSG00000169972.13","PUSL1",126789,"pseudouridine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26914]",1308597,1311677,1257
"34",4.95276671289757,0.545084865248823,"ENSG00000127054","ENSG00000127054.22","INTS11",54973,"integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]",1311585,1315433,2369
"35",0.115574096458563,0.200180207105098,"ENSG00000240731","ENSG00000240731.1",NA,NA,"novel transcript",1317581,1318689,386
"36",1.37307767746749,1.35223242631682,"ENSG00000224051","ENSG00000224051.7","CPTP",80772,"ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]",1324756,1327994,1101
"37",2.9308444129311,0.20426613496643,"ENSG00000107404","ENSG00000107404.21","DVL1",1855,"dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]",1335276,1349112,2926
"38",30.0413615294239,5.69485472906206,"ENSG00000175756","ENSG00000175756.14","AURKAIP1",54998,"aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]",1373730,1375157,1072
"39",0.590858330271809,1.02339664810608,"ENSG00000223663","ENSG00000223663.2","NDUFB4P8",NA,"NADH:ubiquinone oxidoreductase subunit B4 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:45256]",1378666,1379032,367
"40",7.49209999053404,1.98892841805256,"ENSG00000221978","ENSG00000221978.13","CCNL2",81669,"cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]",1385711,1391096,2792
"41",2.14981014922794,0.193731056539339,"ENSG00000224870","ENSG00000224870.9","MRPL20-AS1",148413,"MRPL20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27125]",1399515,1402046,1759
"42",13.8588400838767,1.4759199767998,"ENSG00000242485","ENSG00000242485.6","MRPL20",55052,"mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]",1401909,1407293,700
"43",0.315385056361317,0.0970384359194587,"ENSG00000272455","ENSG00000272455.1","MRPL20-DT",NA,"MRPL20 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54814]",1409096,1410618,1523
"44",1.54466418721561,0.0944904681586936,"ENSG00000235098","ENSG00000235098.9","ANKRD65",441869,"ankyrin repeat domain 65 [Source:HGNC Symbol;Acc:HGNC:42950]",1418420,1421444,1632
"45",1.14235547733139,0.601916484339586,"ENSG00000179403","ENSG00000179403.12","VWA1",64856,"von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]",1434861,1437459,819
"46",0.00660877951921784,0.0114467419033059,"ENSG00000215915","ENSG00000215915.10","ATAD3C",219293,"ATPase family AAA domain containing 3C [Source:HGNC Symbol;Acc:HGNC:32151]",1449689,1470163,3864
"47",0.116916832415948,0.0207715354999254,"ENSG00000160072","ENSG00000160072.20","ATAD3B",83858,"ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]",1471765,1497848,4098
"48",0.202319462574982,0.0319861448501937,"ENSG00000197785","ENSG00000197785.14","ATAD3A",55210,"ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]",1512162,1534685,2481
"49",0.0219209291897634,0.0379681631057898,"ENSG00000205090","ENSG00000205090.10","TMEM240",339453,"transmembrane protein 240 [Source:HGNC Symbol;Acc:HGNC:25186]",1534778,1540624,1381
"50",0.466931526751145,0.100623868567914,"ENSG00000160075","ENSG00000160075.12","SSU72",29101,"SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]",1541673,1574863,1284
"51",0.316007698195756,0.375939004566,"ENSG00000215014","ENSG00000215014.5",NA,NA,"novel transcript",1574102,1575879,841
"52",0.576341485548542,0.0348234702775886,"ENSG00000228594","ENSG00000228594.4","FNDC10",643988,"fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]",1598012,1600135,2124
"53",0.617362443591585,0.331757414799815,"ENSG00000272106","ENSG00000272106.1",NA,NA,"artifact",1613758,1615795,2038
"54",0.292122135644423,0.138565638147109,"ENSG00000197530","ENSG00000197530.13","MIB2",142678,"MIB E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]",1615454,1630604,4247
"55",0.471732542596859,0.156477099733416,"ENSG00000248333","ENSG00000248333.9","CDK11B",984,"cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]",1635225,1659004,2992
"56",0.159810673342314,0.0622364864034963,"ENSG00000189339","ENSG00000189339.12","SLC35E2B",728661,"solute carrier family 35 member E2B [Source:HGNC Symbol;Acc:HGNC:33941]",1659529,1692724,2156
"57",0.00583155161620395,0.0101005436862256,"ENSG00000008128","ENSG00000008128.23","CDK11A",728642,"cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]",1702379,1724357,2984
"58",0.00310195129473513,0.0053727372450853,"ENSG00000268575","ENSG00000268575.1",NA,NA,"novel transcript, readthrough between SLC35E2 and CDK11A",1702736,1737688,5079
"59",1.3423762164292,0.293215967751048,"ENSG00000215790","ENSG00000215790.9","SLC35E2A",NA,"solute carrier family 35 member E2A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20863]",1734690,1739557,732
"60",0.104615932816102,0.0624147085744184,"ENSG00000008130","ENSG00000008130.15","NADK",65220,"NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]",1751232,1778470,3235
"61",1.78865134995852,0.252415073381197,"ENSG00000078369","ENSG00000078369.19","GNB1",2782,"G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]",1785285,1839238,2750
"62",0.0453968193814791,0.00477780203730634,"ENSG00000067606","ENSG00000067606.17","PRKCZ",5590,"protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]",2050411,2185395,2385
"63",0.404063891179924,0.169141228606046,"ENSG00000162585","ENSG00000162585.17","FAAP20",199990,"FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]",2184461,2194775,1413
"64",0.242687527840303,0.0617118930027348,"ENSG00000157933","ENSG00000157933.11","SKI",6497,"SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]",2227388,2303908,448
"65",0.00154223924788593,0.00267123673476525,"ENSG00000116151","ENSG00000116151.14","MORN1",79906,"MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]",2321253,2391554,1645
"66",0.689538920072321,0.67731340106307,"ENSG00000272420","ENSG00000272420.1",NA,NA,"novel transcript, sense intronic to MORN1",2363061,2363628,568
"67",1.77037286617158,0.160957194209035,"ENSG00000157916","ENSG00000157916.20","RER1",11079,"retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]",2391828,2402325,522
"68",0.945226392130615,0.140416820538644,"ENSG00000157911","ENSG00000157911.11","PEX10",5192,"peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]",2403964,2412564,2905
"69",0.103058658297254,0.0259942637829011,"ENSG00000149527","ENSG00000149527.18","PLCH2",9651,"phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]",2425980,2479804,568
"70",0.0636634638114492,0.0423237386602732,"ENSG00000157881","ENSG00000157881.16","PANK4",55229,"pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]",2508537,2526596,2641
"71",1.9623005213088,0.713967025826227,"ENSG00000197921","ENSG00000197921.6","HES5",388585,"hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]",2528745,2530263,1324
"72",0.111164674658698,0.0356580986813221,"ENSG00000272449","ENSG00000272449.3",NA,NA,"novel transcript",2530064,2547460,1531
"73",0.0505010531806724,0.0874703899446624,"ENSG00000157873","ENSG00000157873.18","TNFRSF14",8764,"TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]",2555639,2560714,660
"74",2.35811920372368,0.946795563188886,"ENSG00000157870","ENSG00000157870.17","PRXL2B",127281,"peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]",2586491,2589632,840
"75",0.0976193163289177,0.0431651363764131,"ENSG00000130762","ENSG00000130762.15","ARHGEF16",27237,"Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]",3454665,3481113,2822
"76",0.0210121519687145,0.00342448159856484,"ENSG00000162591","ENSG00000162591.17","MEGF6",1953,"multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]",3487951,3611508,7443
"77",4.64339956986472,0.649448983845332,"ENSG00000158109","ENSG00000158109.15","TPRG1L",127262,"tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]",3625015,3630127,2401
"78",0.212100963351023,0.0615461712939231,"ENSG00000116213","ENSG00000116213.16","WRAP73",49856,"WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]",3630767,3650058,1998
"79",0.043015172643523,0.032052806535971,"ENSG00000078900","ENSG00000078900.16","TP73",7161,"tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]",3652516,3736201,5192
"80",0.104085504844858,0.0716943645227346,"ENSG00000227372","ENSG00000227372.13","GFOD3P",NA,"Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:29052]",3738434,3746742,1455
"81",0.12208793846667,0.119923320387726,"ENSG00000235169","ENSG00000235169.11","SMIM1",388588,"small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol;Acc:HGNC:44204]",3772749,3775956,506
"82",1.44789773065064,0.397287924943627,"ENSG00000130764","ENSG00000130764.10","LRRC47",57470,"leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]",3778559,3796498,4303
"83",0.796613389149574,0.697060535865833,"ENSG00000266075","ENSG00000266075.2","RN7SL574P",NA,"RNA, 7SL, cytoplasmic 574, pseudogene [Source:HGNC Symbol;Acc:HGNC:46590]",3782815,3783111,297
"84",0.406225158398791,0.0884212594068385,"ENSG00000116198","ENSG00000116198.14","CEP104",9731,"centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]",3812086,3846005,7766
"85",1.06180139195213,0.300797803388914,"ENSG00000169598","ENSG00000169598.17","DFFB",1677,"DNA fragmentation factor subunit beta [Source:HGNC Symbol;Acc:HGNC:2773]",3857267,3860490,649
"86",0.981058021992681,0.315352844499303,"ENSG00000198912","ENSG00000198912.12","C1orf174",339448,"chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915]",3889125,3900247,2517
"87",0.0278726023402654,0.0283850136492383,"ENSG00000236423","ENSG00000236423.8","LINC01134",100133612,"long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol;Acc:HGNC:49449]",3900347,3914654,545
"88",0.00769018069045687,0.00672913805618756,"ENSG00000196581","ENSG00000196581.11","AJAP1",55966,"adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]",4654732,4777794,2383
"89",0.263926854483131,0.144146312372262,"ENSG00000131697","ENSG00000131697.18","NPHP4",261734,"nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]",5862811,5867652,3967
"90",0.0151043329651428,0.0124024178804999,"ENSG00000069424","ENSG00000069424.16","KCNAB2",8514,"potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]",5990927,6090419,615
"91",14.4360052756399,0.722673580850981,"ENSG00000116251","ENSG00000116251.11","RPL22",6146,"ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]",6185020,6199595,2061
"92",2.3165087252588,0.33144467138934,"ENSG00000116237","ENSG00000116237.16","ICMT",23463,"isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]",6221193,6235964,4795
"93",0.0286866145126108,0.0496866738329847,"ENSG00000225077","ENSG00000225077.3","ICMT-DT",NA,"ICMT divergent transcript [Source:HGNC Symbol;Acc:HGNC:28620]",6234692,6239408,2040
"94",0.498531343278666,0.14208249113302,"ENSG00000158292","ENSG00000158292.7","GPR153",387509,"G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]",6247353,6261098,4198
"95",0.0891889444412321,0.0278080348355901,"ENSG00000097021","ENSG00000097021.21","ACOT7",11332,"acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]",6264269,6393361,1403
"96",1.34902369219461,0.0894790309366199,"ENSG00000069812","ENSG00000069812.11","HES2",54626,"hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]",6412418,6424670,1222
"97",0.0355533852882635,0.0237343751002853,"ENSG00000187017","ENSG00000187017.18","ESPN",83715,"espin [Source:HGNC Symbol;Acc:HGNC:13281]",6424776,6460944,3543
"98",0.238148732486708,0.0267596131468464,"ENSG00000215788","ENSG00000215788.11","TNFRSF25",8718,"TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]",6460786,6465470,1770
"99",0.889920035786381,0.240588297331987,"ENSG00000171680","ENSG00000171680.23","PLEKHG5",57449,"pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]",6467122,6471583,2664
"100",0.383897359567421,0.080548839389498,"ENSG00000162408","ENSG00000162408.11","NOL9",79707,"nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]",6521347,6554513,6627
"101",0.179261081080485,0.310489300251123,"ENSG00000229519","ENSG00000229519.2",NA,NA,"ribosomal protein L34 (RPL34) pseudogene",6547905,6548619,401
"102",0.0779658345105145,0.0328706271907341,"ENSG00000204859","ENSG00000204859.13","ZBTB48",3104,"zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]",6579994,6589280,2347
"103",3.69882126675923,0.820766796455612,"ENSG00000162413","ENSG00000162413.17","KLHL21",9903,"kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]",6590724,6602869,4487
"104",0.944103918210805,0.027452943635695,"ENSG00000116273","ENSG00000116273.6","PHF13",148479,"PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]",6613731,6624030,3632
"105",0.274568260934393,0.120872071238365,"ENSG00000041988","ENSG00000041988.16","THAP3",90326,"THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]",6624868,6633562,1361
"106",0.115616825472096,0.0328153476536958,"ENSG00000007923","ENSG00000007923.17","DNAJC11",55735,"DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]",6634168,6681037,1357
"107",0.504549832813325,0.1552411112451,"ENSG00000237436","ENSG00000237436.1","CAMTA1-DT",NA,"CAMTA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53020]",6783892,6784843,415
"108",0.281742753931469,0.0103158988309498,"ENSG00000171735","ENSG00000171735.21","CAMTA1",23261,"calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]",6785454,6872053,538
"109",13.7678827735192,5.26679702826642,"ENSG00000227950","ENSG00000227950.1",NA,NA,"ribosomal protein L37 (RPL37) pseudogene",6834333,6834618,286
"110",4.91474533061825,0.69894418467591,"ENSG00000049245","ENSG00000049245.13","VAMP3",9341,"vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]",7771296,7781432,2178
"111",0.0324389488307087,0.0073786557321854,"ENSG00000049246","ENSG00000049246.15","PER3",8863,"period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]",7784291,7845177,6365
"112",0.00513323212673902,0.00889101885055682,"ENSG00000049249","ENSG00000049249.10","TNFRSF9",3604,"TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]",7915871,7940839,5872
"113",8.33227284331819,0.288243490549637,"ENSG00000116288","ENSG00000116288.13","PARK7",11315,"Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]",7954291,7985052,624
"114",0.0281261862109117,0.0286432594183864,"ENSG00000284747","ENSG00000284747.1",NA,NA,"novel transcript, antisense to ERRFI1",7991134,8005312,2101
"115",0.0620266038929502,0.107433229363539,"ENSG00000284716","ENSG00000284716.1",NA,NA,"novel transcript",7998187,7999934,1043
"116",1.93741153463321,0.310039467492233,"ENSG00000116285","ENSG00000116285.13","ERRFI1",54206,"ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]",8004404,8026283,479
"117",0.0630750560365666,0.0188575668248071,"ENSG00000142599","ENSG00000142599.20","RERE",473,"arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]",8352397,8817465,8026
"118",4.00064488164764,1.89107429899578,"ENSG00000221083","ENSG00000221083.1",NA,124900452,"",8511795,8511919,125
"119",0.090958476178588,0.157544702120358,"ENSG00000228423","ENSG00000228423.2",NA,NA,"novel transcript",8805860,8807051,353
"120",54.0233959638098,8.38577572424815,"ENSG00000074800","ENSG00000074800.16","ENO1",2023,"enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]",8861000,8878686,1781
"121",0.12091667261561,0.209433820452409,"ENSG00000230679","ENSG00000230679.1","ENO1-AS1",100505975,"ENO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40214]",8878835,8879894,456
"122",0.00763065258119119,0.00661562013021691,"ENSG00000142583","ENSG00000142583.18","SLC2A5",6518,"solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]",9035106,9069635,4085
"123",0.721647088914898,0.18995557460056,"ENSG00000180758","ENSG00000180758.12","GPR157",80045,"G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]",9100305,9129102,5197
"124",0.0371935112793835,0.0273902349484518,"ENSG00000228526","ENSG00000228526.8","MIR34AHG",106614088,"MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913]",9148011,9182392,4211
"125",0.149161417791402,0.0443719370171392,"ENSG00000234546","ENSG00000234546.5","LNCTAM34A",102724571,"long non coding transcriptional activator of miR34a [Source:HGNC Symbol;Acc:HGNC:52548]",9182004,9196284,888
"126",0.0472257820422861,0.0453021472319858,"ENSG00000049239","ENSG00000049239.13","H6PD",9563,"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]",9234774,9271337,9147
"127",0.0325544443041922,0.00621722555983561,"ENSG00000171621","ENSG00000171621.14","SPSB1",80176,"splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]",9292894,9369532,3106
"128",0.199917958874865,0.0258285877869209,"ENSG00000171612","ENSG00000171612.7","SLC25A33",84275,"solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]",9539465,9585173,3865
"129",0.0528389940172265,0.0189421319752693,"ENSG00000188807","ENSG00000188807.13","TMEM201",199953,"transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]",9588911,9614877,3815
"130",0.00709335097990129,0.00215837529330786,"ENSG00000171608","ENSG00000171608.18","PIK3CD",5293,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]",9629889,9715673,525
"131",0.0887316683758388,0.0564906550398347,"ENSG00000231789","ENSG00000231789.4","PIK3CD-AS2",101929074,"PIK3CD antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51334]",9672405,9687583,988
"132",0.337777601435314,0.128564037564015,"ENSG00000171603","ENSG00000171603.18","CLSTN1",22883,"calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]",9728926,9823965,4760
"133",0.0546759977835991,0.0947016061157169,"ENSG00000280113","ENSG00000280113.2",NA,NA,"TEC",9826289,9828271,1983
"134",1.80203519653995,0.248801606467313,"ENSG00000178585","ENSG00000178585.15","CTNNBIP1",56998,"catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]",9848276,9910269,3006
"135",5.93455354533565,0.530511089417662,"ENSG00000162441","ENSG00000162441.12","LZIC",84328,"leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497]",9922113,9935620,652
"136",0.146955463715909,0.0500096839365941,"ENSG00000173614","ENSG00000173614.14","NMNAT1",64802,"nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]",9943428,9981766,1094
"137",0.0409625368864165,0.0237196406799848,"ENSG00000162444","ENSG00000162444.12","RBP7",116362,"retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]",9997206,10016020,861
"138",0.111744475372285,0.0312528293717476,"ENSG00000130939","ENSG00000130939.20","UBE4B",10277,"ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]",10032832,10180367,4772
"139",0.415702166545649,0.149295021028724,"ENSG00000054523","ENSG00000054523.20","KIF1B",23095,"kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]",10210570,10308597,7800
"140",6.07976655728282,10.530464575372,"ENSG00000199562","ENSG00000199562.1","RNU6-37P",NA,"RNA, U6 small nuclear 37, pseudogene [Source:HGNC Symbol;Acc:HGNC:34281]",10298966,10299072,107
"141",2.69999134309347,1.24780579843267,"ENSG00000284642","ENSG00000284642.1",NA,NA,"novel transcript",10395416,10396041,299
"142",0.785873474611708,0.135992212806298,"ENSG00000142657","ENSG00000142657.21","PGD",5226,"phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]",10398592,10411552,806
